19,8,14,1,15,4,4,7,4,0,17,0,4,14,0,0,1,0,4,1,15,8,14,1,0,8,0,0,0,10,4,17,0,9,0,9,0,1,7,8,0,7,0,8,4,0,11,4,2,9,4,9,15,7,18,4,8,0,7,17,8,6,18,0,0,8,8,18,0,19,0,8,2,8,8,7,1,0,1,0,7,18,8,6,8,7,18,8,8,16,10,9,9,8,9,0,0,0,8,5
42,33,29,42,38,42,37,20,36,38,14,37,37,21,38,28,37,28,15,37,29,5,36,23,37,1,33,42,34,38,42,0,20,0,21,0,36,28,15,5,28,9,34,5,32,42,21,23,20,0,32,9,6,6,0,6,0,27,5,0,0,13,0,42,37,0,0,0,21,0,42,0,10,0,1,1,21,25,28,19,0,0,0,0,0,0,0,5,0,5,15,0,0,0,0,30,33,27,0,19
21,19,15,6,5,4,4,17,4,0,18,0,4,4,0,0,5,0,5,1,9,19,4,5,0,15,0,0,0,0,4,15,0,19,0,20,0,7,12,14,0,14,0,15,4,0,5,4,8,19,4,20,10,18,12,16,13,0,14,7,15,13,12,0,0,15,13,14,1,19,0,21,9,19,14,10,0,0,0,0,12,18,14,11,12,19,12,14,20,13,0,19,19,19,19,0,0,0,14,9
15,12,13,10,8,8,9,13,5,8,8,6,6,8,8,3,4,3,1,7,4,6,4,11,4,8,9,8,8,7,7,7,5,5,8,4,4,10,5,5,4,5,8,4,4,7,7,5,7,5,3,7,0,7,2,5,1,4,5,2,4,5,2,7,4,4,1,4,8,4,7,4,15,5,9,4,7,7,4,1,1,3,4,2,1,4,1,4,4,6,4,4,6,4,4,7,7,4,1,9
7,6,5,2,4,2,2,5,2,1,5,1,2,2,1,1,2,1,2,1,3,5,2,2,1,4,1,1,1,0,1,6,1,6,1,6,1,1,4,4,1,6,1,4,2,0,1,2,3,5,1,5,2,5,5,5,4,1,5,4,4,4,4,0,1,4,4,4,1,5,0,5,3,7,5,3,0,0,1,1,5,4,5,4,4,4,4,4,6,3,1,5,5,4,5,0,0,0,4,2
16,15,7,3,12,11,11,14,10,3,13,2,10,11,3,2,2,2,10,2,10,12,10,3,2,14,3,3,3,1,9,14,3,15,3,13,2,3,11,13,2,14,3,13,10,1,1,10,5,13,8,13,8,13,13,6,11,2,14,13,13,13,11,1,2,13,11,13,3,13,1,12,6,14,16,11,2,1,3,2,10,12,13,11,11,11,11,13,12,11,2,13,13,12,13,1,1,0,11,9
13,6,5,3,10,3,3,12,2,2,4,1,1,3,1,1,3,1,2,2,3,10,1,4,1,4,1,1,1,2,2,2,2,5,2,5,1,1,6,3,1,2,1,3,1,1,4,2,2,6,1,5,4,4,6,3,11,0,3,9,3,1,5,1,0,3,5,3,2,5,1,4,1,4,4,13,3,2,1,1,4,5,3,4,5,3,5,3,4,2,7,5,5,4,5,1,1,1,5,4
532,434,527,418,527,531,521,521,473,527,208,483,370,531,422,390,479,390,390,412,370,6,364,256,479,49,418,418,418,527,418,0,428,1,527,1,473,412,428,7,473,6,418,7,364,418,527,473,479,110,370,94,380,380,110,271,1,364,115,1,1,6,1,418,370,1,1,1,527,1,418,0,141,0,49,158,532,527,365,384,0,1,1,109,1,0,1,7,0,115,473,1,1,1,1,422,418,477,1,147
101,43,98,70,98,101,96,94,94,100,94,98,67,98,67,40,96,40,39,65,67,5,61,96,98,2,70,68,70,98,70,0,38,0,100,0,94,65,35,5,94,6,70,5,60,70,98,91,96,31,68,58,33,33,31,2,0,63,36,0,0,5,0,68,65,0,0,0,98,0,68,0,60,0,2,33,98,101,61,34,0,0,0,31,0,0,0,5,0,36,91,0,0,0,0,67,70,92,0,66
184,179,8,182,13,183,182,178,183,12,6,12,13,8,13,8,12,8,174,182,12,1,183,5,12,1,177,182,182,11,181,1,178,3,7,1,182,176,2,1,182,171,182,1,13,181,7,7,7,1,176,5,2,3,2,3,1,177,1,2,2,1,1,181,12,1,1,1,7,1,181,0,5,1,2,1,7,176,184,179,0,1,1,1,2,0,1,1,0,0,7,1,1,1,1,11,176,176,1,174
41,27,11,20,24,41,26,14,27,23,10,37,18,25,32,37,23,37,28,18,17,1,21,9,23,0,7,20,20,20,17,3,26,4,10,0,26,4,7,0,26,6,20,0,18,17,8,10,10,6,4,0,7,10,9,4,0,7,9,3,1,3,0,17,17,0,0,0,10,0,17,0,3,3,3,6,21,10,21,41,0,0,0,9,1,0,0,0,0,6,10,0,0,0,0,28,4,24,0,3
13,10,8,2,5,1,1,6,1,0,6,0,1,1,0,0,2,0,1,3,3,9,1,2,0,7,0,0,0,0,1,8,0,9,0,10,0,0,9,7,0,8,0,7,1,0,2,1,4,9,1,9,3,6,9,8,9,0,7,7,7,4,9,0,0,7,9,8,0,9,0,9,3,10,7,6,0,0,0,0,13,6,9,6,10,7,10,8,10,4,0,10,9,7,9,0,0,0,9,3
12,9,5,1,7,5,5,9,5,0,9,0,5,6,0,0,1,0,6,1,7,9,6,1,0,10,0,0,0,1,5,9,0,10,0,10,0,2,7,9,0,8,0,10,5,0,2,5,3,10,5,10,8,8,9,4,8,0,8,8,10,7,9,0,0,10,9,10,0,11,0,10,2,9,9,8,1,0,1,0,7,12,9,6,8,9,9,9,10,8,1,10,10,10,10,0,0,0,9,6
15,13,6,0,8,6,6,8,6,0,11,0,6,6,0,0,0,0,6,1,6,12,6,0,0,13,0,0,0,0,6,13,0,13,0,14,0,1,11,13,0,13,0,13,6,0,0,6,3,13,6,13,6,11,12,6,12,0,12,12,13,11,12,0,0,13,12,14,0,13,0,12,5,13,13,8,1,0,1,0,13,9,15,10,13,12,13,14,13,11,0,14,13,13,13,0,0,0,12,6
69,61,68,22,56,56,57,60,64,55,61,55,20,56,19,55,58,55,64,1,23,5,20,58,55,3,19,19,19,36,1,21,56,24,55,5,55,0,41,3,55,21,19,3,20,0,39,57,55,41,1,5,49,60,60,23,5,19,57,21,2,22,5,0,19,3,6,2,55,5,0,5,20,24,21,40,36,36,19,55,5,4,2,69,5,6,5,2,5,38,63,5,5,5,6,0,0,36,5,4
13,12,8,2,8,7,3,10,7,0,10,0,7,7,4,0,2,0,7,5,5,11,7,2,0,6,0,0,0,0,3,5,0,12,0,8,0,0,7,6,0,5,0,6,7,0,6,3,2,8,3,8,5,6,8,4,8,0,5,6,10,4,8,0,0,6,8,7,0,8,0,7,1,7,6,7,1,0,5,4,8,7,7,6,13,7,9,7,7,4,0,9,8,8,8,0,0,0,8,5
17,16,13,1,2,2,4,11,2,0,15,0,2,2,0,0,1,0,3,2,3,13,2,1,0,15,0,0,0,0,2,12,2,13,0,13,0,6,7,14,0,12,0,15,2,0,1,4,7,13,2,13,6,13,7,11,7,0,12,6,13,14,7,0,0,15,10,13,0,13,0,14,10,13,12,3,0,0,0,0,8,10,13,9,8,17,8,13,14,12,0,14,13,15,15,0,0,0,8,3
17,8,13,2,12,2,2,6,2,0,13,0,2,10,0,0,2,0,2,2,12,7,10,2,0,6,0,0,0,8,2,13,0,8,0,8,0,0,7,6,0,5,0,6,2,0,10,2,3,8,2,8,12,5,16,5,8,0,5,14,6,3,16,0,0,6,8,15,0,16,0,7,1,7,6,7,1,0,1,0,8,15,7,5,9,6,17,7,7,11,8,9,8,7,8,0,0,0,8,4
7,6,4,1,3,2,1,3,1,1,4,1,2,2,1,1,1,1,2,1,2,5,1,1,1,5,1,1,1,1,2,4,0,5,1,5,0,1,3,6,0,5,1,6,1,1,1,1,4,5,2,5,1,3,4,3,4,0,5,4,5,4,4,1,1,5,4,6,1,5,1,4,2,4,5,3,2,1,1,0,4,4,6,2,5,4,5,7,4,4,0,6,5,5,5,1,1,0,4,2
21,19,18,1,4,1,1,16,1,0,17,0,1,1,0,0,1,0,2,2,2,19,1,1,0,19,0,0,0,0,1,19,0,19,0,20,0,12,7,18,0,19,0,19,1,0,1,1,14,19,1,19,3,17,7,18,7,0,18,6,19,16,7,0,0,19,8,18,0,19,0,20,15,20,18,4,0,0,0,0,8,17,19,5,7,18,7,18,21,16,0,19,19,18,19,0,0,0,8,2
100,46,66,35,58,4,2,41,2,3,67,36,36,58,2,36,3,36,4,0,57,45,55,36,3,10,2,2,2,57,3,97,1,10,3,10,1,6,5,12,1,12,2,12,1,2,57,2,9,11,3,10,56,44,59,9,4,0,13,58,10,12,58,2,2,10,4,64,3,64,2,10,42,10,10,2,3,3,0,1,4,61,10,5,4,10,58,12,10,100,55,10,43,10,10,2,2,1,4,36
130,77,129,79,129,125,125,126,126,125,116,125,79,128,79,77,125,77,78,60,82,1,82,113,125,0,79,79,79,109,60,22,77,19,125,0,125,60,58,0,125,19,79,0,79,60,109,125,125,46,60,48,62,77,68,31,1,79,65,23,0,19,3,60,79,0,0,3,125,3,60,0,67,19,19,47,106,106,79,77,0,3,0,66,0,0,3,0,0,49,130,0,0,0,0,60,60,106,0,48
20,19,12,3,9,6,6,14,6,0,15,0,6,6,0,0,3,0,6,3,9,18,6,3,0,16,0,0,0,0,6,15,0,19,0,19,0,2,16,16,0,15,0,16,6,0,3,6,6,19,6,19,9,15,17,12,17,0,15,14,16,12,17,0,0,16,17,17,0,19,0,18,6,18,16,13,1,0,1,0,17,15,17,13,18,16,18,17,18,12,0,20,19,17,19,0,0,0,17,9
24,23,17,3,5,4,4,22,4,0,20,2,6,4,0,2,1,2,4,1,5,23,4,3,0,21,0,0,0,0,4,22,0,22,0,22,0,14,7,21,0,20,0,21,4,0,1,4,15,22,4,22,5,22,8,17,8,0,20,7,21,19,8,0,0,21,8,21,0,22,0,21,17,21,21,7,1,0,1,0,7,21,21,6,8,20,8,21,21,21,0,22,24,21,22,0,0,0,8,7
17,15,7,2,7,7,7,10,7,0,14,0,7,7,0,0,2,0,8,0,9,14,7,2,0,14,0,0,0,0,7,12,0,15,0,15,0,1,13,13,0,12,0,14,7,0,2,7,2,15,7,15,10,14,14,7,14,0,12,12,14,12,14,0,0,14,15,14,0,15,0,15,5,14,13,10,1,0,1,0,14,12,14,13,15,16,15,14,15,12,0,16,15,17,15,0,0,0,15,9
10,9,6,1,5,3,4,8,3,0,7,0,3,3,0,0,1,0,3,3,4,8,3,1,0,9,0,0,0,0,3,7,1,9,0,9,0,1,7,9,0,7,0,9,3,0,1,4,3,9,3,9,5,6,8,5,8,0,7,7,8,6,8,0,0,9,9,8,0,9,0,8,2,8,8,7,1,0,1,0,7,8,8,6,8,7,8,8,8,5,0,9,9,7,10,0,0,0,8,4
61,34,37,56,55,61,48,30,42,56,28,55,50,42,61,34,49,34,15,48,50,7,42,34,50,6,37,56,56,56,55,0,27,0,38,0,42,30,9,7,42,7,55,7,42,55,37,24,31,0,31,21,3,3,0,3,0,25,7,0,0,7,0,55,50,0,0,0,37,0,55,0,27,0,6,6,42,37,42,26,0,0,0,0,0,0,0,7,0,7,24,0,0,0,0,61,37,29,0,34
191,30,183,191,183,191,188,183,180,186,164,178,178,181,183,17,175,17,17,188,176,3,177,174,178,8,191,188,189,183,191,0,25,0,184,0,180,188,19,3,178,8,189,3,172,191,181,172,173,0,183,161,9,9,0,9,0,180,3,0,0,5,0,188,175,0,0,0,181,0,188,0,169,0,8,8,181,189,175,14,0,0,0,0,0,0,0,3,0,3,170,0,0,0,0,181,191,177,0,177
92,84,53,83,52,91,85,77,85,52,2,59,51,52,58,58,52,58,83,83,44,0,83,10,52,0,84,83,76,52,83,0,76,0,45,0,84,83,51,1,77,32,76,0,51,83,45,53,45,2,83,1,44,44,1,43,0,83,1,0,0,7,1,83,51,0,0,0,45,0,83,0,2,0,0,1,52,77,76,83,0,0,0,1,0,0,0,0,0,1,45,0,0,0,0,51,83,92,0,33
12,9,5,3,5,4,4,7,4,0,8,0,4,4,0,0,2,0,5,1,6,9,4,2,0,9,0,0,0,0,4,8,0,10,0,11,0,0,9,8,0,7,0,9,4,0,2,4,1,10,4,11,7,8,10,6,11,0,7,8,9,6,10,0,0,9,11,8,1,10,0,11,2,9,8,8,1,0,1,0,9,9,8,8,10,9,10,8,10,6,0,10,10,10,10,0,0,0,12,6
146,90,118,145,109,126,111,131,74,108,82,81,82,109,108,25,81,25,33,110,82,36,74,128,71,38,125,125,125,108,126,11,54,11,108,11,73,110,48,16,73,33,125,16,57,125,118,57,71,11,89,67,11,21,11,10,11,73,16,1,1,16,11,125,71,1,11,1,108,11,125,11,103,11,38,48,108,125,73,17,11,11,1,11,11,11,11,16,11,26,56,11,21,11,11,108,125,73,11,146
